name,address,freebikes,slots,latitude,longitude,ll,review_count,Bar,Restaurant,POI,avg_bar_rating,avg_poi_rating,avg_restaurant_rating
Public Rack - Albany Ave & 63rd St,"6308-6310, South Albany Avenue, Chicago Lawn, Chicago, Lake Township, Cook County, Illinois, 60629, United States",0,31,41.778906,-87.70084,"41.7789,-87.7008",687.0,4,44,3,2.25,3.675,3.2636363636363637
Public Rack - Western Ave & 111th St - SW,"Beverly Art Center, 2407, West 111th Street, Morgan Park, Mount Greenwood, Chicago, Lake Township, Cook County, Illinois, 60643, United States",0,31,41.69161,-87.681523,"41.6916,-87.6815",1776.0,6,21,7,3.3333333333333335,1.6,3.380952380952381
Public Rack - Milwaukee Ave & School St,"3265-3275, North Milwaukee Avenue, Avondale, Chicago, Jefferson Township, Cook County, Illinois, 60641, United States",2,31,41.940648,-87.726087,"41.9406,-87.7261",6537.0,23,50,5,4.055882352941176,3.925,4.092391304347826
Public Rack - Stewart Ave & 123rd St,"401, West 123rd Street, West Pullman, Chicago, Lake Township, Cook County, Illinois, 60827, United States",0,31,41.670563,-87.632188,"41.6706,-87.6322",53.0,6,8,2,2.16,0.0,2.2625
Public Rack - Eberhart Ave & 131st St,"Eberhart & 131st St, South Eberhart Avenue, Altgeld Gardens, Riverdale, Chicago, Hyde Park Township, Cook County, Illinois, 60827, United States",0,31,41.65759,-87.610713,"41.6576,-87.6107",246.0,1,14,8,0.0,2.9285714285714284,3.25
Public Rack - Sacramento Blvd & Division St,"North Humboldt Drive, West Town, Chicago, Cook County, Illinois, 60622, United States",0,31,41.907928,-87.701479,"41.9079,-87.7015",6296.0,14,47,12,4.154166666666667,4.291666666666667,4.034090909090909
Public Rack - East End Ave & 75th St,"1720, East 75th Street, South Shore, Chicago, Hyde Park Township, Cook County, Illinois, 60649, United States",0,31,41.75893,-87.582861,"41.7589,-87.5829",912.0,3,42,5,3.75,0.0,2.7439024390243905
Public Rack - Martin Luther King Dr & 69th St,"401-411, East 69th Street, Park Manor, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60637, United States",0,31,41.769234,-87.615206,"41.7692,-87.6152",467.0,6,31,3,0.0,0.0,2.4
Public Rack - Harriet E Sayre Public School,"Sayre Language Academy, West Bloomingdale Avenue, Beat 2513, Austin, Chicago, Jefferson Township, Cook County, Illinois, 60707, United States",0,31,41.913547,-87.79876,"41.9135,-87.7988",5391.0,4,40,7,4.125,4.125,3.665
Public Rack - Franklin Park,"Pool Equipment Room, 1409, South Kolin Avenue, North Lawndale, Chicago, Cook County, Illinois, 60623, United States",0,31,41.861493,-87.733404,"41.8615,-87.7334",277.0,3,23,4,2.0,0.0,2.0434782608695654
Public Rack - Mt Greenwood Library N,"Mount Greenwood Branch Library, 11010, South Kedzie Avenue, Mount Greenwood, Chicago, Lake Township, Cook County, Illinois, 60655, United States",0,31,41.693027,-87.701054,"41.693,-87.7011",1983.0,6,27,8,3.5,2.0833333333333335,3.240740740740741
Public Rack - State St & 47th st,"Taylor Park Fieldhouse, 39, West 47th Street, Grand Boulevard, Chicago, Lake Township, Cook County, Illinois, 60609, United States",0,31,41.809085,-87.627384,"41.8091,-87.6274",1299.0,1,41,11,3.55,3.1166666666666667,2.71375
Public Rack - Pulaski Rd & 44th St,"Target, 4433, South Pulaski Road, Archer Heights, Chicago, Lake Township, Cook County, Illinois, 60632, United States",0,31,41.8129,-87.7225,"41.8129,-87.7225",1993.0,11,47,6,2.4166666666666665,1.0,2.909090909090909
Public Rack - Keeler Ave & Madison St S,"4211, West Madison Street, Central Park, West Garfield Park, Chicago, Cook County, Illinois, 60644, United States",1,31,41.880531,-87.731063,"41.8805,-87.7311",223.0,3,27,5,4.25,,2.22
Public Rack - Melvina Ave & Belmont Ave,"6211, West Belmont Avenue, Dunning, Belmont Cragin, Chicago, Jefferson Township, Cook County, Illinois, 690639, United States",2,31,41.9384207,-87.7813896,"41.9384,-87.7814",2424.0,5,49,2,4.0,,3.389583333333333
Public Rack - Mason Ave & Roosevelt Rd,"5910-5916, West Roosevelt Road, Austin, Chicago, Cook County, Illinois, 60644, United States",0,31,41.865608,-87.772389,"41.8656,-87.7724",3060.0,9,46,6,3.5,4.0,2.9523809523809526
Public Rack - California Ave & Touhy Ave - NW,"7204-7210, North California Avenue, West Ridge, Chicago, Rogers Park Township, Cook County, Illinois, 60645, United States",1,31,42.012177,-87.699865,"42.0122,-87.6999",2369.0,7,42,7,3.5833333333333335,4.125,3.4375
Public Rack - Western Blvd & 53rd St,"5301-5323, South Western Boulevard, Gage Park, Chicago, Lake Township, Cook County, Illinois, 60609, United States",0,31,41.796775,-87.683362,"41.7968,-87.6834",569.0,3,39,5,,1.425,2.8947368421052633
Public Rack - Marshfield Ave & 87th St,"1619-1621, West 87th Street, Brainerd, Auburn Gresham, Chicago, Lake Township, Cook County, Illinois, 60643, United States",0,31,41.735527,-87.663867,"41.7355,-87.6639",247.0,8,25,5,2.8375,0.875,2.194
Public Rack - Cottage Grove Ave & 75th St,"746-748, East 75th Street, Italian Bowery, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60649, United States",0,31,41.758739,-87.605769,"41.7587,-87.6058",1410.0,15,40,7,3.3444444444444446,1.775,2.539473684210526
Public Rack - Ashland Ave & 46th St,"4556-4558, South Ashland Avenue, New City, Chicago, Lake Township, Cook County, Illinois, 60620, United States",0,31,41.810537,-87.665404,"41.8105,-87.6654",744.0,4,49,4,2.8333333333333335,0.0,2.771875
Public Rack - Central Ave & Corcoran Pl,"Central, West Corcoran Place, Ridgeland, Austin, Chicago, Cook County, Illinois, 60644, United States",0,31,41.887342,-87.765041,"41.8873,-87.765",926.0,5,46,9,4.683333333333334,0.6,2.7142857142857144
Public Rack - Greenwood Ave & Lake Park Ave,"4230, South Greenwood Avenue, Oakland, Kenwood, Chicago, Hyde Park Township, Cook County, Illinois, 60615, United States",0,31,41.817372,-87.599576,"41.8174,-87.5996",2738.0,2,30,18,4.0,4.125,2.783333333333333
Public Rack - Ashland Ave & 45th St,"4511-4513, South Ashland Avenue, New City, Chicago, Lake Township, Cook County, Illinois, 60620, United States",0,31,41.811958,-87.664862,"41.812,-87.6649",731.0,4,48,2,2.8333333333333335,0.0,2.7670212765957447
Public Rack - Indiana Ave & 111th St,"111th Street & Indiana WB, East 111th Street, Roseland, Chicago, Hyde Park Township, Cook County, Illinois, 60628, United States",0,31,41.692535,-87.617711,"41.6925,-87.6177",671.0,1,27,14,4.0,2.857142857142857,2.26
Public Rack - Wabash Ave & 87th St,"McDonald's, 29, East 87th Street, Garden Homes, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",0,31,41.736063,-87.622952,"41.7361,-87.623",741.0,1,29,6,4.0,0.75,2.0714285714285716
Public Rack - Ada St & 95th St,"1314-1316, West 95th Street, Washington Heights, Chicago, Lake Township, Cook County, Illinois, 60617, United States",0,31,41.72158,-87.65612,"41.7216,-87.6561",281.0,2,24,2,5.0,0.0,2.5208333333333335
Public Rack - Cicero Ave & Wrightwood Ave,"4814, West Wrightwood Avenue, Belmont Park, Beat 2521, Belmont Cragin, Chicago, Jefferson Township, Cook County, Illinois, 60639, United States",1,31,41.927944,-87.7466394,"41.9279,-87.7466",3561.0,8,53,6,4.25,3.8000000000000003,3.6489999999999996
Public Rack - May St & 63rd St,"1118, West 63rd Street, Englewood, Chicago, Lake Township, Cook County, Illinois, 60636, United States",0,31,41.77977,-87.652943,"41.7798,-87.6529",223.0,3,36,3,2.5,0.0,1.8142857142857143
Public Rack - Michigan Ave & 102nd St,"10213, South Michigan Avenue, Roseland, Chicago, Hyde Park Township, Cook County, Illinois, 60628, United States",0,31,41.7083,-87.61984,"41.7083,-87.6198",123.0,3,17,3,2.15,0.0,1.6058823529411765
Public Rack - Cicero Ave & Cortland St - midblock,"1920, North Cicero Avenue, Beat 2523, Belmont Cragin, Chicago, Jefferson Township, Cook County, Illinois, 60639, United States",0,31,41.91582,-87.746074,"41.9158,-87.7461",3098.0,3,48,4,3.0,4.5,3.408333333333333
Public Rack - Champlain Ave & 134th St,"Aldridge Elementary School, South Champlain Avenue, Philip Murray Homes, Riverdale, Chicago, Hyde Park Township, Cook County, Illinois, 60827, United States",0,31,41.657379,-87.606444,"41.6574,-87.6064",249.0,1,15,9,0.0,2.9285714285714284,3.2666666666666666
Public Rack - Kimbark Ave & 63rd St,"1308, East 63rd Street, Woodlawn, Chicago, Hyde Park Township, Cook County, Illinois, 60637, United States",0,31,41.780667,-87.594212,"41.7807,-87.5942",1640.0,4,42,15,3.0,3.3950000000000005,2.9210526315789473
Public Rack - Central Park Ave & Ogden Ave,"Ogden & Central Park (Pink Line), West Ogden Avenue, North Lawndale, Chicago, Cook County, Illinois, 60623, United States",0,31,41.8543385,-87.7151584,"41.8543,-87.7152",1018.0,1,38,6,,0.0,2.3157894736842106
Public Rack - Spaulding Ave & North Ave,"3306, West North Avenue, Simons, Humboldt Park, Chicago, Jefferson Township, Cook County, Illinois, 60302, United States",0,31,41.910138,-87.709553,"41.9101,-87.7096",8510.0,20,47,13,4.31875,4.3,4.116279069767442
Public Rack - 2302 S Pulaski Rd,"2310, South Pulaski Road, North Lawndale, Chicago, Cook County, Illinois, 60652, United States",0,31,41.849437,-87.724879,"41.8494,-87.7249",1526.0,6,47,3,4.5,,3.3777777777777778
Public Rack - Loomis St & 87th St,"1345, West 87th Street, Brainerd, Auburn Gresham, Chicago, Lake Township, Cook County, Illinois, 60628:60827, United States",0,31,41.735465,-87.657585,"41.7355,-87.6576",270.0,6,27,5,2.8375,0.875,2.161111111111111
Public Rack - Kedzie & 103rd St - W,"DeJay's Ace Hardware, 10340, South Kedzie Avenue, Mount Greenwood, Chicago, Lake Township, Cook County, Illinois, 60655, United States",0,31,41.705247,-87.701424,"41.7052,-87.7014",462.0,1,14,2,2.5,0.0,3.25
Public Rack - Spencer Elementary Technology Academy,"Spencer Technology Academy, North Lavergne Avenue, Moreland, Austin, Chicago, Cook County, Illinois, 60651, United States",0,31,41.884655,-87.750498,"41.8847,-87.7505",545.0,1,34,8,,1.0,2.090909090909091
Public Rack - Austin Branch Chicago Public Library,"Henry W. Austin Branch Library, 5615, West Race Avenue, Austin, Chicago, Cook County, Illinois, 60644, United States",0,31,41.889161,-87.765738,"41.8892,-87.7657",761.0,4,44,9,4.016666666666667,0.25,2.2023809523809526
Public Rack - Ewing Ave & 96th St N,"Saint George Catholic Church, 9546, South Ewing Avenue, East Side, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",0,31,41.7215552,-87.5356904,"41.7216,-87.5357",774.0,3,9,11,3.5,1.125,3.7777777777777777
Public Rack - Brighton Park Branch Chicago Library,"4300-4306, South Archer Avenue, Brighton Park, Chicago, Lake Township, Cook County, Illinois, 60632, United States",0,31,41.815242,-87.702651,"41.8152,-87.7027",1807.0,4,46,2,4.5,,3.7333333333333334
Public Rack - Harvey Ave & North Ave,"6248-6252, West North Avenue, Austin, Chicago, Jefferson Township, Cook County, Illinois, 60639, United States",0,31,41.909264,-87.782265,"41.9093,-87.7823",738.0,2,27,8,,2.6666666666666665,2.769230769230769
Public Rack - Lowe Park,"Lowe Park Fieldhouse, 5205, South Lowe Avenue, New City, Chicago, Lake Township, Cook County, Illinois, 60609, United States",0,31,41.799605,-87.641464,"41.7996,-87.6415",206.0,4,14,4,2.5,0.0,2.6153846153846154
Public Rack - Springfield Ave & 63rd St,"3825, West 63rd Street, West Lawn, Chicago, Lake Township, Cook County, Illinois, 60629, United States",0,31,41.778582,-87.718925,"41.7786,-87.7189",1799.0,7,45,5,3.1666666666666665,3.6666666666666665,3.2674418604651163
Public Rack - Trumbull Ave & 111th St,"3432-3436, West 111th Street, Mount Greenwood, Chicago, Lake Township, Cook County, Illinois, 60655, United States",0,31,41.691596,-87.707397,"41.6916,-87.7074",2315.0,9,34,9,3.475,2.3285714285714287,3.05625
Public Rack - Tuley (Murray) Park,"Tuley Park Fieldhouse, 501, East 91st Street, Dauphin Park, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",0,31,41.73034,-87.611734,"41.7303,-87.6117",362.0,2,28,4,3.75,0.0,1.9642857142857142
Public Rack - Vincennes Ave & 87th St,"8724, South Vincennes Avenue, Auburn Gresham, Chicago, Lake Township, Cook County, Illinois, 60620, United States",0,31,41.735607,-87.645345,"41.7356,-87.6453",76.0,3,16,3,3.85,0.0,2.240625
Public Rack - Back of the Yards Park,"1300, West 49th Place, New City, Chicago, Lake Township, Cook County, Illinois, 60609, United States",0,31,41.804381,-87.657742,"41.8044,-87.6577",520.0,4,39,4,3.0,1.3333333333333333,2.817105263157895
Public Rack - Ewing Ave & 101st St,"10105, South Ewing Avenue, East Side, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",0,31,41.7117328,-87.5350591,"41.7117,-87.5351",280.0,1,17,12,5.0,1.5,3.7941176470588234
Public Rack - Vincennes Ave & 99th St,"9938, South Vincennes Avenue, Washington Heights, Chicago, Lake Township, Cook County, Illinois, 60628:60827, United States",0,31,41.712937,-87.653984,"41.7129,-87.654",620.0,1,29,3,4.5,0.0,2.1551724137931036
Public Rack - Kedzie Ave & 61st Pl E,"6107, South Kedzie Avenue, Chicago Lawn, Chicago, Lake Township, Cook County, Illinois, 60629, United States",1,31,41.782281,-87.703047,"41.7823,-87.703",789.0,4,46,2,4.25,4.0,3.176086956521739
Public Rack - Newcastle Ave & Belden Ave,"Rutherford-Sayre Park Fieldhouse, 6871, West Belden Avenue, Beat 2512, Montclare, Chicago, Jefferson Township, Cook County, Illinois, 60707, United States",0,31,41.921017,-87.797388,"41.921,-87.7974",4599.0,10,41,5,3.25,3.25,3.1125
Public Rack - Plainfield Ave & Irving Park Rd,"8252, West Irving Park Road, Dunning, Chicago, Jefferson Township, Cook County, Illinois, 60706, United States",0,31,41.952133,-87.833817,"41.9521,-87.8338",542.0,1,7,8,4.5,3.625,2.857142857142857
Public Rack - Lafayette Ave & 87th St SW,"T-Mobile, 51, West 87th Street, Chatham, Chicago, Lake Township, Cook County, Illinois, 60620, United States",0,31,41.736223,-87.626737,"41.7362,-87.6267",633.0,1,24,4,4.5,0.0,2.217391304347826
Public Rack - Karlov Ave & 26th St,"4062, West 26th Street, South Lawndale, Chicago, Cook County, Illinois, 60623, United States",0,31,41.844287,-87.727078,"41.8443,-87.7271",2014.0,8,51,3,4.0,3.85,3.7083333333333335
Public Rack - Avers Ave & Irving Park Rd,"3836-3838, West Irving Park Road, Irving Park, Chicago, Jefferson Township, Cook County, Illinois, 60641, United States",1,31,41.953789,-87.724161,"41.9538,-87.7242",12164.0,20,54,4,4.036363636363636,4.25,4.104081632653061
Public Rack - Avers Ave & Archer Ave,"4881-4883, South Archer Avenue, Archer Heights, Chicago, Lake Township, Cook County, Illinois, 60632, United States",0,31,41.804487,-87.719584,"41.8045,-87.7196",2664.0,11,47,4,3.375,0.0,3.2790697674418605
Public Rack - Orville T Bright School,"Orville Bright Elementary School, 10740, South Calhoun Avenue, South Deering, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",0,31,41.700168,-87.562148,"41.7002,-87.5621",253.0,2,9,1,0.0,,3.0
Public Rack - Lotus Ave & Harrison St,"5528-5530, West Harrison Street, Austin, Chicago, Cook County, Illinois, 60644, United States",0,31,41.87298,-87.763267,"41.873,-87.7633",1230.0,5,44,4,4.125,2.75,2.7209302325581395
Public Rack - Parnell Ave & 98th St,"9800, South Parnell Avenue, Washington Heights, Chicago, Lake Township, Cook County, Illinois, 60628, United States",1,31,41.715983,-87.637067,"41.716,-87.6371",223.0,1,19,5,4.5,0.0,1.9444444444444444
Public Rack - Loomis Blvd & 83rd St,"8256-8258, South Loomis Boulevard, South Englewood, Auburn Gresham, Chicago, Lake Township, Cook County, Illinois, 60620, United States",0,31,41.743271,-87.658769,"41.7433,-87.6588",340.0,6,37,5,3.4499999999999997,0.875,2.384722222222222
Public Rack - Longwood Dr & 95th St,"1841-1855, West 95th Street, Beverly, Chicago, Lake Township, Cook County, Illinois, 60617, United States",0,31,41.720921,-87.669585,"41.7209,-87.6696",1221.0,3,33,5,5.0,2.5,2.7954545454545454
Public Rack - Western Ave & 105th St,"Western & 105th Street SB, South Western Avenue, Beverly, Chicago, Lake Township, Cook County, Illinois, 60643, United States",0,31,41.702609,-87.681492,"41.7026,-87.6815",2422.0,10,27,9,3.5277777777777777,1.49375,3.3685185185185187
Public Rack - Hamlin Ave & Chicago Ave,"3805, West Chicago Avenue, Humboldt Park, Chicago, Cook County, Illinois, 60651, United States",0,31,41.895201,-87.721541,"41.8952,-87.7215",967.0,1,25,9,3.0,3.25,1.875
Public Rack - Sacramento Ave & Devon Ave,"3000-3004, West Devon Avenue, West Ridge, Chicago, Rogers Park Township, Cook County, Illinois, 60645, United States",2,31,41.997575,-87.704649,"41.9976,-87.7046",7735.0,6,48,7,4.25,3.8,3.75531914893617
Public Rack - Rockwell Ave & Touhy Ave ,"2606-2608, West Touhy Avenue, West Ridge, Chicago, Rogers Park Township, Cook County, Illinois, 60645, United States",0,31,42.012344,-87.695383,"42.0123,-87.6954",2802.0,8,45,8,3.642857142857143,4.0,3.5476190476190474
Public Rack - Hamilton Park,"Hamilton Park Fieldhouse, 513, West 72nd Street, Greater Grand Crossing, Englewood, Chicago, Lake Township, Cook County, Illinois, 60621, United States",0,31,41.76335,-87.637499,"41.7634,-87.6375",497.0,6,21,5,2.625,0.0,2.738095238095238
Public Rack - Avers Ave & Ogden Ave,"2112, South Avers Avenue, North Lawndale, Chicago, Cook County, Illinois, 60623, United States",0,31,41.852642,-87.72103,"41.8526,-87.721",2179.0,4,51,4,4.5,,3.642857142857143
Public Rack - Western Ave & 104th St - East,"10400-10402, South Western Avenue, Beverly, Chicago, Lake Township, Cook County, Illinois, 60643, United States",0,31,41.704366,-87.681733,"41.7044,-87.6817",2127.0,9,24,9,3.46875,1.49375,3.5187500000000003
Public Rack - Baltimore Ave & 134th St,"Aniol's True Value Hardware, 13416, South Baltimore Avenue, Hegewisch, Chicago, Hyde Park Township, Cook County, Illinois, 60633, United States",0,31,41.651419,-87.547321,"41.6514,-87.5473",313.0,12,16,6,3.8055555555555554,3.875,3.00625
Public Rack - Central Ave & North Ave,"North Ave & Central WB, West North Avenue, Beat 2531, Austin, Chicago, Jefferson Township, Cook County, Illinois, 60302, United States",0,31,41.909414,-87.765817,"41.9094,-87.7658",573.0,5,43,5,3.9125,1.0166666666666666,2.6500000000000004
"Public Rack - Senka ""Edward Duke"" Park","5633, South Saint Louis Avenue, Garfield Manor, Gage Park, Chicago, Lake Township, Cook County, Illinois, 60629, United States",0,31,41.790565,-87.710992,"41.7906,-87.711",1975.0,1,49,4,,4.0,2.9375
Public Rack - Yates Ave & 100th St,"10009, South Yates Avenue, Trumbull Park Terrace, South Deering, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",0,31,41.713437,-87.564405,"41.7134,-87.5644",268.0,4,12,7,2.025,0.0,2.5416666666666665
Public Rack - California Ave & Devon Ave - NW,"6432, North California Avenue, West Ridge, Chicago, Rogers Park Township, Cook County, Illinois, 60645, United States",0,31,41.998481,-87.69985,"41.9985,-87.6998",7960.0,7,50,4,4.3,4.35,3.8020833333333335
Public Rack - California Ave & Pershing Rd,"Former CPD Station, 3900, South California Avenue, Brighton Park, Chicago, Lake Township, Cook County, Illinois, 60632, United States",4,31,41.822632,-87.695024,"41.8226,-87.695",1841.0,4,46,4,4.75,1.2666666666666666,3.6666666666666665
Public Rack - California Ave & Ogden Ave,"Mount Sinai Hospital, 1500, South Fairfield Avenue, North Lawndale, Chicago, Cook County, Illinois, 60608, United States",0,31,41.8608706,-87.695681,"41.8609,-87.6957",1889.0,5,45,4,4.0200000000000005,4.5,3.1444444444444444
Public Rack - Burnside Academy,"Burnside Scholastic Academy, East 91st Place, Dauphin Park, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",0,31,41.728525,-87.608231,"41.7285,-87.6082",271.0,2,25,3,3.75,0.0,1.76
Public Rack - Cottage Grove & 85th St,Cottage Grove & 85th St,0,31,41.740086,-87.604743,"41.7401,-87.6047",966.0,7,30,6,3.1,0.6,2.6206896551724137
Public Rack - Oglesby Ave & 95th St,"ALDI, 2333, East 95th Street, Calumet Heights, South Deering, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",0,31,41.722484,-87.565738,"41.7225,-87.5657",71.0,4,11,6,0.0,0.0,1.9363636363636365
Public Rack - 63rd & Western Ave N,"6244-6258, South Western Avenue, Chicago Lawn, Chicago, Lake Township, Cook County, Illinois, 60643, United States",0,31,41.779334,-87.683768,"41.7793,-87.6838",649.0,3,30,5,3.925,2.25,2.283333333333333
Public Rack - Avenue M & 132nd St,"13144, South Avenue M, Hegewisch, Chicago, Hyde Park Township, Cook County, Illinois, 60633, United States",0,31,41.655692,-87.537595,"41.6557,-87.5376",231.0,11,13,5,3.96875,,3.276923076923077
Public Rack - Avenue J & 112th St,"Champyon Taekwondo USA Inc., 3657, East 112th Street, East Side, Hegewisch, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",0,31,41.691844,-87.534181,"41.6918,-87.5342",23.0,1,2,7,4.0,1.5,3.5
Public Rack - Peoria St & 60th St,"Nicholson School for Science and Math, South Sangamon Street, Englewood, Chicago, Lake Township, Cook County, Illinois, 60621, United States",0,31,41.784872,-87.647482,"41.7849,-87.6475",128.0,6,22,8,2.5,1.55,1.880952380952381
Public Rack - Kedzie & 103rd St - East,"10319-10323, South Kedzie Avenue, Mount Greenwood, Chicago, Lake Township, Cook County, Illinois, 60655, United States",0,31,41.705444,-87.701232,"41.7054,-87.7012",462.0,1,14,2,2.5,0.0,3.25
Public Rack - Mt Greenwood Library - South,"Mount Greenwood Branch Library, 11010, South Kedzie Avenue, Mount Greenwood, Chicago, Lake Township, Cook County, Illinois, 60655, United States",0,31,41.692883,-87.701048,"41.6929,-87.701",2037.0,7,32,9,3.542857142857143,2.3285714285714287,3.1734375
Public Rack - Kenton Ave & Palmer St,"4607, West Palmer Street, Beat 2522, Belmont Cragin, Chicago, Jefferson Township, Cook County, Illinois, 60639, United States",3,31,41.9206781,-87.7419523,"41.9207,-87.742",2909.0,2,48,5,,3.0125,3.7577777777777777
Public Rack - Racine Ave & 74th St,"7400-7402, South Racine Avenue, West Englewood, Englewood, Chicago, Lake Township, Cook County, Illinois, 60620, United States",0,31,41.759439,-87.654146,"41.7594,-87.6541",285.0,10,29,3,4.125,0.0,2.1607142857142856
Public Rack - Racine Ave & 76th,"Dr. Martin Luther King, Jr. Family Entertainment Center, 7600, South Racine Avenue, Brainerd, Auburn Gresham, Chicago, Lake Township, Cook County, Illinois, 60620, United States",0,31,41.755786,-87.654054,"41.7558,-87.6541",428.0,8,34,4,4.5,0.0,2.2205882352941178
Public Rack - 111th St - Morgan Park Metra,"111th Street–Morgan Park Metra Station, 11046, South Hale Avenue, Morgan Park, Chicago, Lake Township, Cook County, Illinois, 60643, United States",1,31,41.692738,-87.670569,"41.6927,-87.6706",1871.0,9,24,9,2.9375,1.8,2.891304347826087
Public Rack - Racine Ave & 83rd St,"8250-8258, South Racine Avenue, Brainerd, Auburn Gresham, Chicago, Lake Township, Cook County, Illinois, 60620, United States",0,31,41.743367,-87.653661,"41.7434,-87.6537",539.0,7,42,4,3.925,1.1666666666666667,2.423170731707317
Public Rack - Damen Ave & 47th St,"Burger King, 2000, West 47th Street, New City, Chicago, Lake Township, Cook County, Illinois, 60609, United States",0,31,41.808884,-87.67513,"41.8089,-87.6751",846.0,2,47,4,3.75,,3.4148936170212765
Public Rack - Damen Ave & 80th St,"8000, South Damen Avenue, Auburn Gresham, Chicago, Lake Township, Cook County, Illinois, 60620, United States",1,31,41.748301,-87.673213,"41.7483,-87.6732",234.0,1,26,5,,0.0,2.2
Public Rack - Emerald Ave & 45th St,"Graham Elementary School Annex, 4501, South Halsted Street, New City, Chicago, Lake Township, Cook County, Illinois, 60609, United States",0,31,41.812381,-87.644633,"41.8124,-87.6446",166.0,4,12,12,4.25,4.016666666666667,3.3181818181818183
Public Rack - Marquette Ave & 79th St,"2701-2709, East 79th Street, Windsor Park, South Chicago, Chicago, Hyde Park Township, Cook County, Illinois, 60649, United States",0,31,41.75163,-87.558707,"41.7516,-87.5587",284.0,2,24,5,,0.5,1.7173913043478262
Public Rack - Ozark Ave & Addison St,"7719, West Addison Street, Dunning, Chicago, Jefferson Township, Cook County, Illinois, 60634, United States",0,31,41.945075,-87.820037,"41.9451,-87.82",1868.0,13,27,4,3.213636363636364,1.75,3.161111111111111
Public Rack - Cottage Grove & 84th St,"Cottage Grove & 84th Street, South Cottage Grove Avenue, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",0,31,41.741957,-87.604839,"41.742,-87.6048",997.0,7,32,4,3.1,0.75,2.6774193548387095
Public Rack - Kedzie Ave & Pershing Rd,"3847, South Kedzie Avenue, Corwith, Brighton Park, Chicago, Cook County, Illinois, 60632, United States",0,31,41.822897,-87.704154,"41.8229,-87.7042",1104.0,2,39,3,5.0,1.2666666666666666,3.730769230769231
Public Rack - Washtenaw Ave & 63rd St,"63rd Street & Washtenaw EB, West 63rd Street, Chicago Lawn, Chicago, Lake Township, Cook County, Illinois, 60629, United States",0,31,41.77924,-87.691116,"41.7792,-87.6911",1047.0,3,43,4,3.925,4.25,2.920930232558139
Public Rack - Archer Park,"Archer Park Fieldhouse, 4901, South Kilbourn Avenue, Archer Heights, Chicago, Lake Township, Cook County, Illinois, 60632, United States",0,31,41.803822,-87.73551,"41.8038,-87.7355",2454.0,12,47,4,3.642857142857143,3.65,3.3292682926829267
Public Rack - William Rainey Harper High School,"Harper High School, South Honore Street, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60636, United States",0,31,41.775267,-87.669156,"41.7753,-87.6692",86.0,2,23,3,,0.0,1.1956521739130435
Public Rack - Cottage Grove & 86th St,"8601-8603, South Cottage Grove Avenue, Dauphin Park, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",0,31,41.738409,-87.604822,"41.7384,-87.6048",942.0,7,29,7,3.25,0.5,2.4464285714285716
Public Rack - Morgan St & 95th St,"943, West 95th Street, Washington Heights, Chicago, Lake Township, Cook County, Illinois, 60617, United States",0,31,41.721215,-87.647435,"41.7212,-87.6474",181.0,1,13,5,4.5,0.0,2.3846153846153846
Public Rack - Waller Ave & Chicago Ave,"Chicago & Waller EB, West Chicago Avenue, Austin, Chicago, Cook County, Illinois, 60651, United States",0,31,41.894681,-87.768156,"41.8947,-87.7682",573.0,4,41,10,4.025,1.5,1.9871794871794872
Public Rack - Kildare Ave & Washignton Blvd,"4313-4319, West Washington Boulevard, Central Park, West Garfield Park, Chicago, Cook County, Illinois, 60644, United States",0,31,41.881838,-87.733661,"41.8818,-87.7337",225.0,3,33,3,4.25,,2.2903225806451615
Public Rack - Buffalo Ave & 89th St,"J.N. Thorp Elementary School, East 89th Street, South Chicago, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",0,31,41.73341,-87.54454,"41.7334,-87.5445",398.0,3,29,4,3.0,0.0,3.1379310344827585
Public Rack - Austin Ave & Wrightwood Ave,"5958, West Wrightwood Avenue, Belmont Park, Beat 2514, Belmont Cragin, Chicago, Jefferson Township, Cook County, Illinois, 60639, United States",0,31,41.927666,-87.775682,"41.9277,-87.7757",2054.0,6,49,3,2.75,3.0,3.3375
Public Rack - Roswell B. Mason Elementary School,"Mason Elementary School, West 19th Street, North Lawndale, Chicago, Cook County, Illinois, 60623, United States",0,31,41.8560219,-87.7298436,"41.856,-87.7298",422.0,3,23,5,0.0,0.0,1.8043478260869565
